"Serie","Folio","cfdiUUID","Tipo","Fecha","Hora","RFC","Receptor","Estado","Primer Concepto","Forma de pago","Método de pago","Moneda","Tipo de Cambio","Subtotal","Impuesto Retenido IVA","Impuesto Retenido ISR","Impuesto Trasladado IVA","Impuesto Trasladado IEPS","Impuesto Local Retenido","Impuesto Local Trasladado","Descuento","Total","Fecha Inicial de Pago","Fecha Final de Pago","Subtotal MXN","Impuesto Retenido IVA MXN","Impuesto Retenido ISR MXN","Impuesto Trasladado IVA MXN","Impuesto Trasladado IEPS MXN","Impuesto Local Retenido MXN","Impuesto Local Trasladado MXN","Descuento MXN","Total MXN",
"","6137","617FFC5D-B895-40E7-AD42-3DCB5617EC13","Factura","17/06/2026","07:51:26","PAM0405207T0","VALEO TELEMATICA Y ACUSTICA","Vigente","REMISION 0277/2026 VISUAL INSPECTION ON PN S000046344, S000046346, E1136083, E1136092 for knock, stain y burbble at valeo  Jun 01th  - Jun 07th 2026 161  HOURS","Por definir","Pago en parcialidades o diferido","Peso Mexicano","","30590.00","0.00","0.00","2447.20","0.00","0.00","0.00","0.00","33037.20","","","30590.00","0.00","0.00","2447.20","0.00","0.00","0.00","0.00","33037.20","",""
"","6138","0515E4E3-5D4C-4DB0-B62C-AC430B6E1634","Factura","17/06/2026","07:52:31","PAM0405207T0","VALEO TELEMATICA Y ACUSTICA","Vigente","REMISION 0278/2026 ALMACEN VALEO  JUN 01TH -JUN 07TH 2026 36 HOURS 1ER  TURNO","Por definir","Pago en parcialidades o diferido","Peso Mexicano","","6840.00","0.00","0.00","547.20","0.00","0.00","0.00","0.00","7387.20","","","6840.00","0.00","0.00","547.20","0.00","0.00","0.00","0.00","7387.20","",""
"","6139","9A848BFF-BA1D-41EC-BE28-7A8CD807F3D9","Factura","17/06/2026","07:54:09","PAM0405207T0","VALEO TELEMATICA Y ACUSTICA","Vigente","REMISION 0279/2026 CLUSTER AREA  VALEO  JUN 01TH -JUN 07TH 2026 54 HOURS 1ER  TURNO","Por definir","Pago en parcialidades o diferido","Peso Mexicano","","10260.00","0.00","0.00","820.80","0.00","0.00","0.00","0.00","11080.80","","","10260.00","0.00","0.00","820.80","0.00","0.00","0.00","0.00","11080.80","",""
"","6140","34553C04-08EB-49B9-B1B9-AD4E138B7614","Factura","17/06/2026","07:56:01","PAM0405207T0","VALEO TELEMATICA Y ACUSTICA","Vigente","REMISION 0280/2026 VISUAL INSPECTION ON PN S000046344, S000046346, E1136083, E1136092 for knock, stain y burbble at valeo  Jun 08th  - Jun 14th 2026 170  HOURS","Por definir","Pago en parcialidades o diferido","Peso Mexicano","","32300.00","0.00","0.00","2584.00","0.00","0.00","0.00","0.00","34884.00","","","32300.00","0.00","0.00","2584.00","0.00","0.00","0.00","0.00","34884.00","",""
"","6141","AB011B36-496A-471E-B17C-A884F86A4009","Factura","17/06/2026","07:56:47","PAM0405207T0","VALEO TELEMATICA Y ACUSTICA","Vigente","REMISION 0281/2026 ALMACEN VALEO  JUN 07TH -JUN 14TH 2026 36 HOURS 1ER  TURNO","Por definir","Pago en parcialidades o diferido","Peso Mexicano","","6840.00","0.00","0.00","547.20","0.00","0.00","0.00","0.00","7387.20","","","6840.00","0.00","0.00","547.20","0.00","0.00","0.00","0.00","7387.20","",""
"","6142","DBF6EA02-C997-4436-BA02-EAE940124A0A","Factura","17/06/2026","07:57:48","PAM0405207T0","VALEO TELEMATICA Y ACUSTICA","Vigente","REMISION 0282/2026 CLUSTER AREA  VALEO  JUN 07TH -JUN 14TH 2026 81 HOURS 1ER  TURNO","Por definir","Pago en parcialidades o diferido","Peso Mexicano","","15390.00","0.00","0.00","1231.20","0.00","0.00","0.00","0.00","16621.20","","","15390.00","0.00","0.00","1231.20","0.00","0.00","0.00","0.00","16621.20","",""
"","6143","34AD655E-30CC-4C93-88BB-6110EF1F09E9","Factura","17/06/2026","08:56:47","ISP110614EX3","INTERAUTO SUNSHADE AND PLASTIC DIVISION","Vigente","PO 2585 REM 262/2026 QUOTE 0227/2026 INSPECTION ON PN PAM0065215 FOR INCORRECT ASSEMBLY HOLES ARE OUT SPECIFICATION, REQUERED TOOL WILL B E PROVIDED BY MARELLI AS GO NO GO TO PERFORM THIS INSPECTION  1200 PIECES","Por definir","Pago en parcialidades o diferido","Peso Mexicano","","10000.00","0.00","0.00","1600.00","0.00","0.00","0.00","0.00","11600.00","","","10000.00","0.00","0.00","1600.00","0.00","0.00","0.00","0.00","11600.00","",""
"","6144","5065466D-1AF8-4679-AD6C-8AC927202DE3","Factura","17/06/2026","09:08:09","XEXX010101000","METALKRAFT INDUSTRIES","Vigente","REM 0264/2026 QUOTE 0161/2026 INSPECTION ON INSERT ON PN 4130109AC FOR MISSING INTERNAL THREAD  65100 PIECES","Por definir","Pago en parcialidades o diferido","Dolar americano","20.91","1627.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1627.50","","","34031.03","0.00","0.00","0.00","0.00","0.00","0.00","0.00","34031.03","",""
"","6145","AD3581FB-D7E1-4860-B62D-09ED173F9F1E","Factura","17/06/2026","09:11:23","XEXX010101000","LITE-ON SINGAPORE PTE LTD","Vigente","Rem 266/2026 QUOTE 248/2026 VISUAL INSPECTION ON ONS PGG0005527AD/ PGG0005528AD FOR WRONG CONNECTOR  2256 PIECES","Por definir","Pago en parcialidades o diferido","Dolar americano","20.81","950.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","950.00","","","19769.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","19769.50","",""
"","6146","A805DF3F-A38D-4FA9-9ED5-9772B33678EE","Factura","17/06/2026","09:16:39","XEXX010101000","NIDEC MOBILITY AMERICA","Vigente","REM 0269/2026 QUOTE 061/2026 INSPECTION ON PN 5925718AB FOR EXPOSED THREAD AT STRATTEC 47359 PIECES","Por definir","Pago en parcialidades o diferido","Dolar americano","20.82","7103.85","0.00","0.00","0.00","0.00","0.00","0.00","0.00","7103.85","","","147902.16","0.00","0.00","0.00","0.00","0.00","0.00","0.00","147902.16","",""
"","6147","AF50A4F1-D45D-47F7-9CE6-A2D5C32981BD","Factura","17/06/2026","09:18:56","XEXX010101000","SHANGHAI JIAHENG INDUSTRIAL CO LTD","Vigente","REM 272/2026 QUOTE 0247/2026 VISUAL INSPECTION ON PN M00129789 DUE LACK OF MACHINE 19305 PIECES","Por definir","Pago en parcialidades o diferido","Dolar americano","18.80","2895.75","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2895.75","","","54440.10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","54440.10","",""
"","6148","9DCA1D87-AC15-452D-893E-0CC7158A776A","Factura","17/06/2026","09:21:30","XEXX010101000","LEGGET & PLATT CANADA CO","Vigente","REM 273/2026 QUOTE 235/2026 100% VISUAL INSPECTION 261301DG & 26131DR DUE 3.7 MM DIMMENSION USING THE CUSTOMER ASSEMBLY COUNTERPART STRATTEC TO PROVIDE AS GO/NO GO GAUGE 10200 PIECES INSPECTED","Por definir","Pago en parcialidades o diferido","Dolar americano","18.80","600.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","600.00","","","11280.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","11280.00","",""
"","6149","BE2E9809-3EAC-4FEC-98AF-BE49EB437291","Factura","17/06/2026","09:25:07","XEXX010101000","SHANGHAI ZHIXIANG RUBBER AND PLASTICS CO","Vigente","REM 274/2026 QUOTE 209 INSPECTION ON PNS 4844280AA/4844281AA/4844284AA FOR WHITE STAIN ON KEYPAD 81340 PIECES","Por definir","Pago en parcialidades o diferido","Dolar americano","18.80","2440.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2440.20","","","45875.76","0.00","0.00","0.00","0.00","0.00","0.00","0.00","45875.76","",""
"","6150","9D9767BF-8EB9-461F-BE55-A86EE6CBC207","Factura","17/06/2026","09:45:45","XEXX010101000","TOMKEN PLASTIC TECHNOLOGIES","Vigente","REM 283/2026 QUOTE 222/2026 VISUAL INSPECTION ON PN 9400t2670.001 calbe tip sort for bubble, flas plus any others defects such as short shot, flash, contamination, gas burn, splay, mold flow marks, etc 3000 pieces","Por definir","Pago en parcialidades o diferido","Dolar americano","18.80","450.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","450.00","","","8460.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8460.00","",""
"","6151","51F5C13E-0869-4B40-AB83-DF36BC774978","Factura","17/06/2026","09:48:48","XEXX010101000","SUNWAY PRECISION INDUSTRIES","Vigente","REM 284/2026 QUOTE 178/2026 INSPECTION ON PNS 4832368AC/4832369AC FOR FLASH  2800 PIECES","Por definir","Pago en parcialidades o diferido","Dolar americano","20.91","450.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","450.00","","","9409.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","9409.50","",""
"","6152","3FACF202-AC45-4B60-AFA8-F40C152BC158","Factura","17/06/2026","11:47:28","XEXX010101000","STRATTEC SECURITY CORPORATION","Cancelado","PO 283656 QUOTE 244/2026 INSPECTION ON 5947267AA FOR THREADED ON BOTH ENDS, SCANNABLE CODE, IMPACT WITH SINKING, CURVED, PART WITOUT GREASE AND PACKING ITEMS INTO BOXES 2940 PIECES","Por definir","Pago en parcialidades o diferido","","20.30","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","",""
"","6153","D17C4830-4BFD-4637-8132-350EC7EAFC8E","Factura","22/06/2026","09:02:42","ASM070207PB0","ADAC STRATTEC DE MEXICO","Cancelado","PO 282177 QUOTE 163/2026 PERFORM A VISUAL INSPECTION TO VERIFITY THAT THE BOARD DOES NOT PRESENT EXCESS FLUX RESIDUES  247289 PIECES","Por definir","Pago en parcialidades o diferido","","17.3638","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","",""
"","6154","16CD14F8-1033-482D-930C-4F6862B10933","Factura","22/06/2026","09:09:28","XEXX010101000","ADAC STRATTEC LLC","Vigente","PO 283839 QUOTE 259/2026 QUOTE 234/2026 QUOTE 215/2026 INSPECTION ON PN 9410-0857.001 FOR EXCESS OF FLUX","Por definir","Pago en parcialidades o diferido","Dolar americano","17.3638","3372.10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3372.10","","","58552.47","0.00","0.00","0.00","0.00","0.00","0.00","0.00","58552.47","",""
"","6155","B3776FE3-EAAC-47EC-B3D3-51DFB1F15EF1","Factura","22/06/2026","09:19:32","XEXX010101000","ADAC STRATTEC LLC","Vigente","PO 283840 QUOTE 215/2026 INSPECTION ON PN 9410-0857.001 FOR EXCESS OF FLUX 57914 PIECES","Por definir","Pago en parcialidades o diferido","Dolar americano","17.3638","1853.25","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1853.25","","","32179.46","0.00","0.00","0.00","0.00","0.00","0.00","0.00","32179.46","",""
"","6156","DBF6C02F-3057-4DED-9598-031B9F18CB32","Factura","22/06/2026","09:21:31","WPM050505IV4","SCHERDEL WIESAUPLAST DE MEXICO","Vigente","PO 123221 REM 263/2026 QUOTE 245/2026 INSPECTION OF THE NP AAA909216000 FOR HSG OUT SPECIFICATION  3774 PIECES","Por definir","Pago en parcialidades o diferido","Peso Mexicano","","8500.00","0.00","0.00","1360.00","0.00","0.00","0.00","0.00","9860.00","","","8500.00","0.00","0.00","1360.00","0.00","0.00","0.00","0.00","9860.00","",""
"","6157","A3962CD1-ECD7-4920-9748-34B84D5CAA41","Factura","22/06/2026","09:23:59","TIA981230US5","MARELLI AUTOMOTIVE LIGHTING JUAREZ MEXICO","Vigente","PO 2000134091 QUOTE 121/2026 QUOTE 184/2026 VISUAL INSPECTION ON PNS CN0800049400, CN0800049500, CN0800049600, CN0800049700 TO CONFIRM THE PRESENCE OF ALL CORRESPONDING COMPONENTS TO BE ON THE BOARD","Por definir","Pago en parcialidades o diferido","Dolar americano","18.80","5564.00","0.00","0.00","445.12","0.00","0.00","0.00","0.00","6009.12","","","104603.20","0.00","0.00","8368.26","0.00","0.00","0.00","0.00","112971.46","",""
"","6158","3A1717BE-327B-4689-BF96-51821B5D637E","Factura","25/06/2026","11:05:22","ASM070207PB0","ADAC STRATTEC DE MEXICO","Cancelado","PO 282177 QUOTE 163/2026 PERFORM A VISUAL INSPECTION TO VERIFITY THAT THE BOARD DOES NOT PRESENT EXCESS FLUX RESIDUES  247289 PIECES","Por definir","Pago en parcialidades o diferido","","17.3638","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","",""
"","6159","7A02387F-9475-4506-BC6E-0AD178FC62D4","Factura","25/06/2026","13:05:42","ASM070207PB0","ADAC STRATTEC DE MEXICO","Vigente","PO 282177 QUOTE 163/2026 PERFORM A VISUAL INSPECTION TO VERIFITY THAT THE BOARD DOES NOT PRESENT EXCESS FLUX RESIDUES  247289 PIECES","Por definir","Pago en parcialidades o diferido","Dolar americano","17.5505","7944.09","0.00","0.00","1271.05","0.00","0.00","0.00","0.00","9215.14","","","139422.75","0.00","0.00","22307.56","0.00","0.00","0.00","0.00","161730.31","",""
"","6160","1D13FB33-4027-46B3-8B09-A50693A9C68A","Factura","25/06/2026","15:29:16","XEXX010101000","JOHNSON ELECTRIC","Vigente","QUOTE  253/2026 INSPECCION ON PN 5936551AJ FOR APPLY POWER TO THE MOTOR AND VERIFY HAT IT ROTATES FREELY","Por definir","Pago en parcialidades o diferido","Dolar americano","20.30","1450.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1450.00","","","29435.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","29435.00","",""
"","6161","F78F7EDA-7CE6-4ADF-A473-CE1A3707FEE5","Factura","29/06/2026","06:39:20","XEXX010101000","STRATTEC POWER ACCESS LLC","Vigente","PO 283656 QUOTE 244/2026 INSPECTION ON 5947267AA FOR THREADED ON BOTH ENDS, SCANNABLE CODE, IMPACT WITH SINKING, CURVED, PART WITOUT GREASE AND PACKING ITEMS INTO BOXES 2940 PIECES","Por definir","Pago en parcialidades o diferido","Dolar americano","17.5260","450.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","450.00","","","7886.70","0.00","0.00","0.00","0.00","0.00","0.00","0.00","7886.70","",""
"","6162","A9A3BC41-ADFA-4B6D-BCA5-1DAD576692A7","Factura","29/06/2026","09:51:22","XEXX010101000","JOHNSON ELECTRIC","Vigente","QUOTE  253/2026 INSPECCION ON PN 5936551AJ FOR APPLY POWER TO THE MOTOR AND VERIFY HAT IT ROTATES FREELY","Por definir","Pago en parcialidades o diferido","Dolar americano","20.30","2004.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2004.50","","","40691.35","0.00","0.00","0.00","0.00","0.00","0.00","0.00","40691.35","",""
"","6163","FB53468B-5D28-4B14-8F4C-9286684AD7E8","Factura","29/06/2026","09:53:26","XEXX010101000","EJOT ATF LP","Vigente","REM 141/2026 QUOTE 139/2026 VISUAL INSPECTION ON PN 4339834AB (P3148065-1) FOR PARTS MISSING PATCH (MISSING LOCTITE)  30,600 PIECES","Por definir","Pago en parcialidades o diferido","Dolar americano","18.80","450.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","450.00","","","8460.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8460.00","",""
"","6164","3DD744B3-4041-4BFB-8A1E-D8FD019709CD","Factura","29/06/2026","09:56:32","XEXX010101000","VALLOTECH","Vigente","REM 254/2026 QUOTE 242/2026 INSPECTION ON PN 42003236/03 FOR BLADE DAMAGE AT PHINIA  DELIVERY 157054244 PCI8129V2 3648 PIECES","Por definir","Pago en parcialidades o diferido","Dolar americano","20.440200","450.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","450.00","","","9198.09","0.00","0.00","0.00","0.00","0.00","0.00","0.00","9198.09","",""
"","6165","A4F7E115-D37A-4809-990C-93BAC5DC8050","Factura","29/06/2026","10:17:43","SMI160627HX6","SISTEMAS MECATRONICOS INTICA","Vigente","REM 260/2026 QUOTE 174/2026 VISUAL INSPECTION ON PNS 9410-0922.000, 9410-0923.000 & 9410-0924.000 FOR PRESENCE OF LASER MARK D OR SPILLED POTTING ON ANTENNA ( A MAGNIFYING GLASS IS REQUIRED) 36302 PIECES","Por definir","Pago en parcialidades o diferido","Peso Mexicano","","25411.40","0.00","0.00","4065.82","0.00","0.00","0.00","0.00","29477.22","","","25411.40","0.00","0.00","4065.82","0.00","0.00","0.00","0.00","29477.22","",""
"","6166","AB242A36-68B4-4426-8B97-850EAF48566E","Factura","29/06/2026","10:28:32","SMI160627HX6","SISTEMAS MECATRONICOS INTICA","Vigente","REM 270/2026 QUOTE 193/2026 VISUAL INSPECTION ON PNS 9410-0922.000, 9410-0923.000 FOR PRESENCE OF LASER MARK D OR SPILLED POTTING ON ANTENNA ( A MAGNIFYING GLASS IS REQUIRED) 24614 PIECES","Por definir","Pago en parcialidades o diferido","Peso Mexicano","","17229.80","0.00","0.00","2756.77","0.00","0.00","0.00","0.00","19986.57","","","17229.80","0.00","0.00","2756.77","0.00","0.00","0.00","0.00","19986.57","",""
"","6167","A7AB047E-4512-49FB-8CA1-D6FADE82A0C9","Factura","29/06/2026","10:29:55","SMI160627HX6","SISTEMAS MECATRONICOS INTICA","Vigente","REM 271/2026 QUOTE 218/2026 VISUAL INSPECTION ON PN 9410-0923.000 FOR PLUGGED OR DAMAGED TERMINAL. INSPECTION WILL BE PERFORMED BY USING A MAGNIFYING GLASS  59558 PIECES","Por definir","Pago en parcialidades o diferido","Peso Mexicano","","83381.20","0.00","0.00","13340.99","0.00","0.00","0.00","0.00","96722.19","","","83381.20","0.00","0.00","13340.99","0.00","0.00","0.00","0.00","96722.19","",""
"","6168","487E6975-2130-4CB9-B986-4F4D6E581C09","Factura","29/06/2026","10:34:47","TAM141103BM6","TRECK AUTOMOTIVE DE MEXICO","Vigente","OC0000009822 REM 285/2026 QUOTE 208/2026 VISUAL INSPECTION ON PN PAF020781AD FOR FLASH, NO WARRANTY MARK SHOULD SHOW ON THE PIECE. EACH BOX MUST BE IDENTIFIED WITH A LEGEND OF CERTIFICATION AS MATERIAL FREE OF FLASH  12075 PIECES","Por definir","Pago en parcialidades o diferido","Peso Mexicano","","8660.00","0.00","0.00","1385.60","0.00","0.00","0.00","0.00","10045.60","","","8660.00","0.00","0.00","1385.60","0.00","0.00","0.00","0.00","10045.60","",""
"","6169","78F600E8-A2A1-4CE1-961F-EBD716B3C189","Factura","29/06/2026","10:41:27","TPM150904FFA","TRANS-MATIC PRECISION METAL FORMING DE MEXICO","Vigente","OC 019548 REM 287/2026 QUOTE 268/2026 QUOTE 265/2026 INSPECTION ON PN A1300792 HEIGH OUT OF SPECIFICATION, CHECK 3 MEASUREMENTS IN EACH PART  19500 PIECES","Por definir","Pago en parcialidades o diferido","Peso Mexicano","","29250.00","0.00","0.00","4680.00","0.00","0.00","0.00","0.00","33930.00","","","29250.00","0.00","0.00","4680.00","0.00","0.00","0.00","0.00","33930.00","",""
"","6170","833C5524-1745-4695-80B3-9476D9A63849","Factura","29/06/2026","10:44:24","XEXX010101000","SHANGHAI ZHIXIANG RUBBER AND PLASTICS CO","Vigente","REM 288/2026 QUOTE 254/2026 INSPECTION ON PNS 4844280AA, 4844281AA, 4844284AA FOR WHITE STAIN ON KEYPAD 45405 PIECES","Por definir","Pago en parcialidades o diferido","Dolar americano","18.80","1362.15","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1362.15","","","25608.42","0.00","0.00","0.00","0.00","0.00","0.00","0.00","25608.42","",""
"","6171","FA186796-C481-442C-BEC2-03DEFAC89876","Factura","29/06/2026","10:46:10","XEXX010101000","MAYFAIR PLASTICS INC","Vigente","REM 289/2026 QUOTE 250/2026 VISUAL INSPECTION ON PN 4825598AF FOR SHORT SHOT IN TAB  17088 PIECES","Por definir","Pago en parcialidades o diferido","Dolar americano","18.80","512.64","0.00","0.00","0.00","0.00","0.00","0.00","0.00","512.64","","","9637.63","0.00","0.00","0.00","0.00","0.00","0.00","0.00","9637.63","",""
"","6172","5FEA4210-89DC-47F3-9AC7-4B25B9DF32B9","Factura","29/06/2026","10:48:07","XEXX010101000","NIDEC MOBILITY AMERICA","Vigente","REM 0290/2026 QUOTE 263/2026 INSPECTION ON NIDEC PN 1155403-7 (5925718AB) FOR FUCTIONAL TESRT ON INMOBILIZER DUE NOT STARTING  300 PIECES","Por definir","Pago en parcialidades o diferido","Dolar americano","20.82","450.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","450.00","","","9369.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","9369.00","",""
"","6173","2522E0CC-90D5-4318-BF25-B0D391E615F4","Factura","29/06/2026","10:50:37","XEXX010101000","STEWART EFI LLC","Vigente","REM 291/2026 QUOTE 132/2026 VISUAL INSPECTION ON PN 510272 FOR MISSING SLOTS 1500 PIECES","Por definir","Pago en parcialidades o diferido","Dolar americano","18.80","450.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","450.00","","","8460.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8460.00","",""
"","6174","917E0D45-4679-4955-9F74-406064C2490F","Factura","29/06/2026","10:51:53","XEXX010101000","SUNWAY PRECISION INDUSTRIES","Vigente","REM 292/2026 QUOTE 226/2026 MANUAL INSPECTION ON SEPARATORS ON 4832386AB & 4832387AB DUE CANNOT BE ASSAMBLED ON UPPER HOUSINGS 85699 PIECES","Por definir","Pago en parcialidades o diferido","Dolar americano","20.91","2570.97","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2570.97","","","53758.98","0.00","0.00","0.00","0.00","0.00","0.00","0.00","53758.98","",""
"","6175","260B6C2B-B2A5-4C90-93E3-35C8779A16D0","Factura","29/06/2026","10:55:02","XEXX010101000","VALLOTECH","Vigente","REM 293/2026 QUOTE 251/2026 INSPECTION ON PN 42003236/03 FIR BLADE DAMAGE AT PHINIA  DELIVERY 157054284 DELIVERY 157054261 29184  PIECES","Por definir","Pago en parcialidades o diferido","Dolar americano","20.440200","1896.96","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1896.96","","","38774.24","0.00","0.00","0.00","0.00","0.00","0.00","0.00","38774.24","",""
"","6176","06EEBA44-A60C-4D53-B71D-3E933D7863FB","Factura","29/06/2026","10:57:15","XEXX010101000","SHANGHAI JIAHENG INDUSTRIAL CO LTD","Vigente","REM 294/2026 QUOTE 0260/2026 VISUAL INSPECTION ON PN M00129789 DUE LACK OF MACHINE 10246 PIECES","Por definir","Pago en parcialidades o diferido","Dolar americano","18.80","1536.90","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1536.90","","","28893.72","0.00","0.00","0.00","0.00","0.00","0.00","0.00","28893.72","",""
"","6177","351655FE-348E-427D-BCB7-6A639AD1805B","Factura","29/06/2026","10:58:45","DME991005582","PLASTIBELL MEXICO NORTH","Vigente","PO26522-19 REM 295/2026 QUOTE 240/2026 INSPECTION ON PN VP16082 DUE FRACTURE ONS DIMENSION IS 3.5 MM X 1.5MM 105 000 PIECES","Por definir","Pago en parcialidades o diferido","Peso Mexicano","","42000.00","0.00","0.00","6720.00","0.00","0.00","0.00","0.00","48720.00","","","42000.00","0.00","0.00","6720.00","0.00","0.00","0.00","0.00","48720.00","",""
"","6178","876C7080-CE61-4B9C-9026-8A65B769B72C","Factura","29/06/2026","11:01:12","DME991005582","PLASTIBELL MEXICO NORTH","Vigente","PO 26505-19 REM 296/2026 QUOTE 241/2026 INSPECTION ON PN 50118881-006 FOR LACK OF BUBLE LABEL  4536 PIECES","Por definir","Pago en parcialidades o diferido","Peso Mexicano","","8500.00","0.00","0.00","1360.00","0.00","0.00","0.00","0.00","9860.00","","","8500.00","0.00","0.00","1360.00","0.00","0.00","0.00","0.00","9860.00","",""
El reporte incluye comprobantes del folio 6082 al 6178.
*En las últimas columnas podrá encontrar los impuestos y totales en moneda nacional (MXN).
